Environment,Activation,Type,SarCategory,Lat,Long,date,Region
Water,Undetermined,EPIRB,Category 2 SAR,-37.722167,176.288667,2014-12-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-42.115907,173.627723,2016-10-01,Canterbury
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-10.411384,160.150101,2017-10-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.946505,2018-09-01,Wellington
Not Determined,Undetermined,PLB,Category 2 SAR,-41.18677,174.9464776,2013-12-01,Wellington
Air,Malfunction,ELT,Category 2 SAR,-41.2388325,172.1078391,2015-11-01,West Coast
Water,Malfunction,EPIRB,Category 2 SAR,-37.938189,177.005232,2016-10-01,Bay of Plenty
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-46.596662,168.342163,2017-10-01,Southland
Land,Real distress,PLB,Category 2 SAR,-44.750004,168.250001,2018-09-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,-22.3875,114.311833,2013-12-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-44.7478299,168.0178357,2014-12-01,Southland
Not Determined,Undetermined,EPIRB,Category 2 SAR,-37.4321635,175.7479994,2015-12-01,Waikato
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-13.847396,-171.741554,2016-10-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.723336,169.24483,2017-10-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,-37.413511,150.79684,2018-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-42.7791701,170.9638392,2013-12-01,West Coast
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-16.84999,179.081742,2014-12-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,30.06663,31.333301,2015-12-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.723288,169.24451,2016-10-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,-15.488311,166.507911,2017-10-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,4.390075,103.932403,2018-09-01,Unknown
Land,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.2860019,173.7784944,2014-12-01,Marlborough
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.87035,145.165226,2015-12-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-37.734842,175.735753,2016-10-01,Waikato
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-17.889011,154.895439,2017-10-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-35.688337,174.350001,2018-09-01,Northland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-35.7980026,174.288334,2013-12-01,Northland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-39.554611,174.123399,2014-12-01,Taranaki
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0054997,174.7833369,2015-12-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.929168,175.046668,2017-10-01,Manawatu-Wanganui
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.8833362,172.7833345,2015-12-01,Tasman
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-38.7883,175.299903,2016-10-01,Manawatu-Wanganui
Water,Outside NZSRR,EPIRB,Category 2 SAR,-34.616689,131.361638,2017-10-01,Unknown
Air,Real distress,PLB,Category 2 SAR,-44.866665,168.984506,2018-09-01,Otago
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.2878337,174.8058323,2014-12-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.8811701,174.89117,2015-12-01,Auckland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-10.606312,175.86314,2016-10-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-12.832411,-172.384073,2018-09-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-45.882174,170.368683,2016-10-01,Otago
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-17.565248,178.436894,2018-09-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.3611679,172.646669,2014-12-01,Canterbury
Water,Undetermined,EPIRB,Category 2 SAR,-18.803343,-174.118414,2016-10-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.866666,175.326662,2018-09-01,Waikato
Air,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.526602,173.903033,2016-10-01,Marlborough
Land,Real distress,PLB,Category 2 SAR,-41.341165,174.972164,2017-10-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-41.501669,173.791664,2018-09-01,Marlborough
Land,Real distress,PLB,Category 2 SAR,-40.2616675,176.2473326,2013-11-01,Manawatu-Wanganui
Air,Malfunction,ELT,Category 2 SAR,-46.1528296,168.0041669,2014-12-01,Southland
Land,Real distress,PLB,Category 2 SAR,-39.8845024,176.0421625,2015-12-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-40.991183,175.304361,2016-10-01,Wellington
Not Determined,Undetermined,PLB,Category 2 SAR,-41.185605,174.945802,2017-10-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-41.5388326,172.5344971,2014-12-01,Tasman
Water,Malfunction,EPIRB,Category 2 SAR,-45.7499965,170.7499945,2015-12-01,Otago
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.185727,174.945908,2016-10-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-39.5899961,176.1954969,2013-12-01,Hawke's Bay
Water,Malfunction,EPIRB,Category 2 SAR,-28.36097,112.406469,2014-12-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-41.186408,174.947959,2015-12-01,Wellington
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-17.461138,-149.570647,2018-09-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-28.01112,153.419827,2014-12-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.0015044,176.5575036,2015-12-01,Hawke's Bay
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-43.611016,172.707183,2016-10-01,Canterbury
Water,Outside NZSRR,PLB,Category 2 SAR,-38.361682,145.23343,2017-10-01,Unknown
Land,Undetermined,PLB,Category 2 SAR,-53.005463,-70.843607,2018-09-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-39.2291656,174.9083365,2014-12-01,Manawatu-Wanganui
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.025015,168.738806,2016-10-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,-10.528812,145.222078,2017-10-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-17.736449,168.302249,2018-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4890038,172.5398288,2013-12-01,Canterbury
Air,Undetermined,ELT,Category 2 SAR,-37.8006639,174.8656641,2014-12-01,Waikato
Air,Outside NZSRR,ELT,Category 2 SAR,-28.076481,153.482737,2015-12-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-21.122545,149.433528,2016-10-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.626668,169.502164,2017-10-01,West Coast
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-45.860002,170.368337,2018-09-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.7676676,170.1348327,2013-12-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-40.9888371,172.1045007,2014-12-01,West Coast
Air,Outside NZSRR,ELT,Category 2 SAR,-24.98701,133.265683,2016-10-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-16.04195,176.722792,2017-10-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.552004,174.266664,2018-09-01,Taranaki
Water,Outside NZSRR,EPIRB,Category 2 SAR,-18.252136,178.978774,2014-12-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.453302,172.56314,2016-10-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-30.27,153.192491,2017-10-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-45.4229994,168.9989947,2015-12-01,Southland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-39.13665,175.610877,2016-10-01,Manawatu-Wanganui
Land,Undetermined,PLB,Category 2 SAR,-43.514499,172.611172,2017-10-01,Canterbury
Air,Undetermined,ELT,Category 2 SAR,-41.327163,174.8079944,2013-12-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-22.246774,166.338231,2014-12-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-20.618843,164.365361,2015-12-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-40.955484,175.237672,2016-10-01,Wellington
Air,Malfunction,ELT,Category 2 SAR,-36.372835,174.762496,2017-10-01,Auckland
Air,Real distress,ELT,Category 2 SAR,-38.606668,175.988334,2018-09-01,Waikato
Not Determined,Undetermined,PLB,Category 2 SAR,-41.18677,174.9464776,2013-12-01,Wellington
Air,Real distress,ELT,Category 2 SAR,-43.5141664,170.7725007,2015-12-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-39.624483,175.294339,2016-10-01,Manawatu-Wanganui
Air,Outside NZSRR,ELT,Category 2 SAR,-35.07736,142.439411,2018-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.9615031,175.0239955,2013-12-01,Manawatu-Wanganui
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-41.186408,174.947959,2015-12-01,Wellington
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-26.7974,153.077474,2016-10-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-23.651703,133.574104,2018-09-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.0078293,172.6833379,2013-12-01,Tasman
Land,Real distress,PLB,Category 2 SAR,-37.5266687,175.8066662,2015-12-01,Waikato
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-32.720077,152.167022,2016-10-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-21.119236,154.219464,2017-10-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-18.866697,40.390358,2018-09-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.7578296,174.7554947,2014-12-01,Auckland
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.185727,174.945908,2016-10-01,Wellington
Air,Outside NZSRR,ELT,Category 2 SAR,-3.686614,148.100496,2017-10-01,Unknown
Land,Outside NZSRR,PLB,Category 2 SAR,-41.520817,146.337589,2018-09-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.1288291,172.5988285,2014-12-01,Tasman
Air,Malfunction,ELT,Category 2 SAR,-36.395017,174.824785,2016-10-01,Auckland
Land,Malfunction,PLB,Category 2 SAR,-41.3235,174.780663,2017-10-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.7234995,169.2426724,2014-12-01,Otago
Land,Real distress,PLB,Category 2 SAR,-40.795122,175.408243,2016-10-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.867996,175.32867,2017-10-01,Waikato
Not Determined,Outside NZSRR,PLB,Category 2 SAR,1.838793,146.269876,2018-09-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-40.9566639,172.5473326,2013-12-01,Tasman
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.323833,175.620328,2017-10-01,Manawatu-Wanganui
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-19.808387,-174.357609,2018-09-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.1355024,175.6511614,2013-12-01,Waikato
Air,Outside NZSRR,ELT,Category 2 SAR,-27.517471,153.43271,2014-12-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-28.291686,153.787361,2015-12-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.295605,173.230355,2016-10-01,Nelson
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.031003,174.977496,2017-10-01,Auckland
Water,Malfunction,EPIRB,Category 2 SAR,-41.583333,174.203338,2018-09-01,Marlborough
Air,Undetermined,ELT,Category 2 SAR,4.18,73.448833,2013-12-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-19.99397,172.293054,2014-12-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-35.622509,174.364807,2016-10-01,Northland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-15.735964,165.893043,2017-10-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-46.3761709,168.2571677,2015-12-01,Southland
Land,Real distress,PLB,Category 2 SAR,-46.851174,167.765318,2016-10-01,Southland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.009998,174.776665,2017-10-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-35.820001,174.309998,2018-09-01,Northland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-33.815333,151.238,2013-12-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,-33.474649,159.231803,2016-10-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-38.955501,177.32883,2017-10-01,Hawke's Bay
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.946505,2018-09-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-44.7515043,168.0026628,2013-12-01,Southland
Land,Real distress,PLB,Category 2 SAR,-41.097836,174.205496,2017-10-01,Marlborough
Land,Real distress,PLB,Category 2 SAR,-44.809996,167.782167,2018-09-01,Southland
Land,Real distress,PLB,Category 2 SAR,-43.2154987,171.8844943,2015-12-01,Canterbury
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-28.162155,153.533756,2016-11-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.66217,174.627832,2017-10-01,Auckland
Water,Undetermined,EPIRB,Category 2 SAR,-21.867035,35.488101,2018-09-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-41.5999978,173.003336,2013-12-01,Tasman
Land,Real distress,PLB,Category 2 SAR,-41.663341,172.198651,2016-11-01,West Coast
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-9.270052,-171.85588,2017-10-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-35.328502,174.032831,2018-09-01,Northland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-40.3176627,175.5616618,2015-12-01,Manawatu-Wanganui
Water,Real distress,EPIRB,Category 2 SAR,-36.7311634,175.1733369,2013-12-01,Auckland
Air,Malfunction,ELT,Category 2 SAR,-41.2388325,172.1078391,2015-12-01,West Coast
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-32.129388,152.485393,2016-11-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-21.066506,-175.168832,2017-10-01,Unknown
Water,Outside NZSRR,PLB,Category 2 SAR,-41.282833,149.430833,2013-12-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-14.360896,-170.754193,2015-12-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,8.589997,81.285657,2017-10-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.9464776,2013-12-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.5378354,173.9286621,2015-12-01,Marlborough
Water,Malfunction,EPIRB,Category 2 SAR,-36.648359,174.841667,2016-11-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-31.565167,172.369976,2017-10-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-39.031164,175.265497,2018-09-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-43.0744976,172.1711707,2013-12-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-38.6854965,175.4433314,2015-12-01,Manawatu-Wanganui
Land,Undetermined,PLB,Category 2 SAR,-38.1221685,176.218832,2013-12-01,Bay of Plenty
Air,Undetermined,ELT,Category 2 SAR,-45.213689,169.373118,2016-11-01,Otago
Not Determined,Undetermined,ELT,Category 2 SAR,-41.185605,174.945802,2017-10-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-46.9644984,167.9166615,2013-12-01,Southland
Air,Malfunction,ELT,Category 2 SAR,-36.395,174.824571,2016-11-01,Auckland
Water,Real distress,EPIRB,Category 2 SAR,-36.478831,175.34333,2017-10-01,Waikato
Water,Malfunction,EPIRB,Category 2 SAR,-41.275008,173.235225,2016-11-01,Nelson
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-14.393188,-170.354181,2017-10-01,Unknown
Water,Undetermined,PLB,Category 2 SAR,-6.098716,177.343862,2018-09-01,Unknown
Land,Outside NZSRR,PLB,Category 2 SAR,-33.701798,150.422962,2015-12-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-38.384499,175.519994,2017-10-01,Waikato
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.919997,174.736665,2018-09-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,8.567383,81.234753,2016-11-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.531168,172.636671,2017-10-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-44.5178357,168.0633296,2015-12-01,Southland
Land,Real distress,PLB,Category 2 SAR,-42.091166,172.085498,2017-10-01,West Coast
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-45.858836,170.354505,2018-09-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,-27.246924,153.269861,2015-12-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-39.960716,175.023646,2016-11-01,Manawatu-Wanganui
Water,Outside NZSRR,EPIRB,Category 2 SAR,4.280569,103.998558,2018-09-01,Unknown
Water,Real distress,PLB,Category 2 SAR,-36.21883,175.1633325,2015-12-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-34.075044,151.140274,2016-11-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-41.185605,174.945802,2017-10-01,Wellington
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.000004,175.000001,2018-09-01,Wellington
Not Determined,Undetermined,EPIRB,Category 2 SAR,-39.584817,174.297909,2016-11-01,Taranaki
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-19.810486,-174.35263,2018-09-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-27.921214,153.417855,2015-12-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-40.441854,175.421645,2016-11-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-44.166636,169.604639,2016-11-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-38.57333,176.172164,2018-09-01,Waikato
Water,Undetermined,EPIRB,Category 2 SAR,-40.8188292,172.8949976,2015-12-01,Tasman
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-41.185727,174.945908,2016-11-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-42.204498,172.107838,2017-10-01,West Coast
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-41.367492,173.083431,2018-09-01,Tasman
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2015-12-01,Wellington
Air,Undetermined,ELT,Category 2 SAR,-41.18677,174.946505,2018-09-01,Wellington
Land,Outside NZSRR,EPIRB,Category 2 SAR,-42.882611,147.323098,2015-12-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.029124,175.97529,2016-11-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-45.732167,167.503183,2016-11-01,Southland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.67,175.491666,2017-10-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-39.277833,175.564497,2018-09-01,Manawatu-Wanganui
Not Determined,Mishandling / inadvertent,ELT,Category 2 SAR,-40.775002,175.3883372,2015-12-01,Wellington
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.185727,174.945908,2016-11-01,Wellington
Air,Real distress,ELT,Category 2 SAR,-40.810003,175.105,2017-10-01,Wellington
Water,Malfunction,EPIRB,Category 2 SAR,-36.449115,174.743806,2016-11-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.706666,169.175004,2017-10-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,-34.943047,138.410568,2018-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4134981,172.014833,2015-12-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-20.518225,177.950408,2017-10-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.513337,173.874505,2017-10-01,Marlborough
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-39.173168,175.401666,2018-09-01,Manawatu-Wanganui
Land,Malfunction,PLB,Category 2 SAR,-39.5445033,176.7788327,2015-12-01,Hawke's Bay
Land,Malfunction,PLB,Category 2 SAR,-33.890018,151.052914,2016-11-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.630331,174.7221671,2015-12-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.815572,172.850021,2016-11-01,Tasman
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.321665,174.781664,2017-10-01,Wellington
Land,Malfunction,PLB,Category 2 SAR,-38.047837,178.055498,2018-09-01,Gisborne
Land,Real distress,PLB,Category 2 SAR,-39.264499,175.4978345,2015-12-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-45.125583,169.108179,2016-11-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.332168,174.810499,2017-10-01,Wellington
Land,Undetermined,PLB,Category 2 SAR,-41.185727,174.945908,2016-11-01,Wellington
Water,Outside NZSRR,EPIRB,Category 2 SAR,-36.209004,131.548678,2017-10-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.635,174.768339,2018-09-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-43.2778372,170.6855,2015-12-01,West Coast
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.905002,167.416668,2017-10-01,Southland
Land,Real distress,PLB,Category 2 SAR,-45.271171,167.298829,2018-09-01,Southland
Water,Real distress,EPIRB,Category 2 SAR,-43.858837,173.0578369,2015-12-01,Canterbury
Air,Real distress,ELT,Category 2 SAR,-46.018637,168.5547,2016-11-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.035002,174.916666,2018-09-01,Auckland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-41.5374995,173.9466635,2015-12-01,Marlborough
Water,Outside NZSRR,EPIRB,Category 2 SAR,-41.185605,174.945802,2017-10-01,Wellington
Water,Malicious / hoax,PLB,Category 2 SAR,-37.167836,175.55783,2018-09-01,Waikato
Water,Outside NZSRR,EPIRB,Category 2 SAR,-0.251403,117.661463,2015-12-01,Unknown
