Environment,Activation,Type,SarCategory,Lat,Long,date,Region
Land,Real distress,PLB,Category 2 SAR,-39.6666632,176.0388374,2015-01-01,Manawatu-Wanganui
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-26.395322,153.100506,2016-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.9145018,171.7354966,2017-01-01,Canterbury
Water,Undetermined,EPIRB,Category 2 SAR,-37.701667,176.235,2019-01-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-35.3048339,173.4021683,2013-01-01,Northland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.0933321,174.7811676,2014-01-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-9.910146,-150.219712,2015-01-01,Unknown
Not Determined,Malfunction,PLB,Category 2 SAR,-39.0599989,174.0566624,2016-01-01,Taranaki
Water,Undetermined,EPIRB,Category 2 SAR,-41.1913338,174.2513303,2017-01-01,Marlborough
Air,Outside NZSRR,ELT,Category 2 SAR,-33.841195,148.653779,2018-01-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.048333,174.781667,2019-01-01,Auckland
Water,Malfunction,EPIRB,Category 2 SAR,-36.8411657,174.7630053,2016-01-01,Auckland
Land,Deliberate but questionable need for SAROP,PLB,Category 2 SAR,-44.1333288,169.7521631,2017-01-01,Canterbury
Land,Deliberate but questionable need for SAROP,PLB,Category 2 SAR,-44.567833,168.591167,2019-01-01,Otago
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-27.008907,128.778907,2016-01-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-35.8114958,174.9491702,2017-01-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-40.832168,175.433329,2018-01-01,Wellington
Water,Real distress,EPIRB,Category 2 SAR,-35.16416667,174.2641667,2011-01-01,Northland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4888377,172.5388284,2013-01-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.5376631,173.9243319,2016-01-01,Marlborough
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.018332,168.7400018,2017-01-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4886657,172.5341673,2013-01-01,Canterbury
Air,Undetermined,ELT,Category 2 SAR,-37.858705,144.92869,2016-01-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-38.5905,177.7928303,2017-01-01,Gisborne
Water,Real distress,EPIRB,Category 2 SAR,-36.8988354,176.6054958,2012-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.6354994,172.5478394,2013-01-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-39.0776689,174.1109951,2015-01-01,Taranaki
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.9466631,174.9653299,2016-01-01,Auckland
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-1.627345,143.756943,2017-01-01,Unknown
Not Determined,Real distress,PLB,Category 2 SAR,-41.9755,172.768833,2019-01-01,Tasman
Water,Undetermined,PLB,Category 2 SAR,-42.953503,175.4191644,2014-01-01,Unknown
Land,Outside NZSRR,PLB,Category 2 SAR,-42.618814,146.367919,2015-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.1,171.606667,2019-01-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-44.4311695,168.6654997,2012-01-01,Otago
Air,Real distress,ELT,Category 2 SAR,-45.4980018,168.6653364,2013-01-01,Southland
Land,Real distress,PLB,Category 2 SAR,-44.7055043,167.9811717,2015-01-01,Southland
Air,Undetermined,ELT,Category 2 SAR,-5.85562,144.259243,2016-01-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.2866685,174.004172,2017-01-01,Marlborough
Water,Undetermined,EPIRB,Category 2 SAR,-21.123438,-175.190048,2018-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-45.748833,167.1445,2019-01-01,Southland
Water,Undetermined,EPIRB,Category 2 SAR,40.522,-10.15,2013-01-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-37.7401673,175.1741644,2016-01-01,Waikato
Water,Outside NZSRR,PLB,Category 2 SAR,-39.278957,145.6513,2017-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-40.9999964,175.2499962,2014-01-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-44.6545026,168.4655008,2016-01-01,Otago
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-31.435695,152.938653,2017-01-01,Unknown
Land,Undetermined,EPIRB,Category 2 SAR,-32.679617,134.271079,2018-01-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-35.7324997,174.3021722,2012-01-01,Northland
Water,Malfunction,EPIRB,Category 2 SAR,-41.18677,174.9464776,2013-01-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.6690017,176.1968376,2015-01-01,Bay of Plenty
Not Determined,Undetermined,PLB,Category 2 SAR,-46.4999988,168.750001,2017-01-01,Southland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-17.587989,177.408723,2018-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-45.707833,168,2019-01-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.8963361,169.3031651,2012-01-01,Otago
Land,Outside NZSRR,EPIRB,Category 2 SAR,-43.9770028,171.1220017,2016-01-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.8415033,174.6366723,2017-01-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-35.984668,174.447829,2018-01-01,Northland
Air,Malfunction,ELT,Category 2 SAR,-41.537833,173.922167,2019-01-01,Marlborough
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.18677,174.9464776,2013-01-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-35.8156625,174.3068385,2016-01-01,Northland
Land,Outside NZSRR,EPIRB,Category 2 SAR,-33.885557,151.03631,2018-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.891167,176.937833,2019-01-01,Hawke's Bay
Water,Outside NZSRR,EPIRB,Category 2 SAR,-38.105167,144.655333,2012-01-01,Unknown
Water,Malfunction,PLB,Category 2 SAR,-36.7288295,175.6611681,2015-01-01,Waikato
Air,Malfunction,ELT,Category 2 SAR,-38.352002,174.9639967,2016-01-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-41.6578316,172.3278288,2017-01-01,Tasman
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-40.851171,173.048831,2018-01-01,Tasman
Land,Real distress,PLB,Category 2 SAR,-41.608833,173.0845,2019-01-01,Tasman
Air,Undetermined,ELT,Category 2 SAR,-41.5144968,173.8688285,2012-01-01,Marlborough
Water,Malfunction,EPIRB,Category 2 SAR,-34.8736638,173.3716631,2013-01-01,Northland
Land,Real distress,PLB,Category 2 SAR,-44.7425025,168.0114989,2016-01-01,Southland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-17.008148,177.928404,2017-01-01,Unknown
Water,Real distress,PLB,Category 2 SAR,-43.911167,172.531167,2019-01-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-46.6945011,167.8078304,2012-01-01,Southland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-33.903013,18.423054,2015-01-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-20.758875,153.211637,2016-01-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.7033315,174.4511667,2017-01-01,Auckland
Land,Outside NZSRR,PLB,Category 2 SAR,-31.260331,145.889796,2018-01-01,Unknown
Land,Outside NZSRR,PLB,Category 2 SAR,-33.788167,150.321833,2012-01-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-34.7898292,173.1013288,2013-01-01,Northland
Land,Real distress,PLB,Category 2 SAR,-44.5841693,167.7856606,2014-01-01,Southland
Land,Real distress,PLB,Category 2 SAR,-40.7601673,175.5441718,2015-01-01,Wellington
Land,Outside NZSRR,PLB,Category 2 SAR,-32.835571,146.847595,2017-01-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.6346638,174.5511652,2012-01-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-39.9060012,175.0586706,2016-01-01,Manawatu-Wanganui
Not Determined,Undetermined,EPIRB,Category 2 SAR,-36.7058289,174.8168318,2017-01-01,Auckland
Air,Real distress,ELT,Category 2 SAR,-37.716667,175.695,2019-01-01,Waikato
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.7903299,174.6290044,2013-01-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.2720026,173.278336,2014-01-01,Nelson
Land,Malfunction,PLB,Category 2 SAR,-43.4921692,172.5478315,2017-01-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-38.806667,176.773333,2019-01-01,Hawke's Bay
Land,Real distress,PLB,Category 2 SAR,-42.1021657,173.811172,2014-01-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-43.018836,171.855503,2015-01-01,Canterbury
Air,Real distress,ELT,Category 2 SAR,-42.1026626,173.6335041,2016-01-01,Canterbury
Air,Real distress,ELT,Category 2 SAR,-83.892833,168.291167,2013-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-41.9745015,172.7688372,2014-01-01,Tasman
Air,Real distress,ELT,Category 2 SAR,-38.8428328,175.257828,2016-01-01,Manawatu-Wanganui
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-34.256267,137.747493,2017-01-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-38.686834,177.919829,2018-01-01,Gisborne
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-38.172167,176.24,2019-01-01,Bay of Plenty
Water,Undetermined,EPIRB,Category 2 SAR,-14.344667,-170.7695,2012-01-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,-34.768333,138.548667,2013-01-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-35.0643358,173.6846718,2015-01-01,Northland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-38.5500037,176.0333323,2017-01-01,Waikato
Water,Mishandling / inadvertent,PLB,Category 2 SAR,-24.688462,-128.483783,2018-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.4255,175.0355,2019-01-01,Manawatu-Wanganui
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.868833,171.4813329,2013-01-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-39.7666707,176.0854993,2015-01-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-43.0000029,171.2500024,2016-01-01,Canterbury
Land,Outside NZSRR,PLB,Category 2 SAR,-41.406259,145.424474,2018-01-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-48.6945,105.997833,2019-01-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-33.834167,121.997,2013-01-01,Unknown
Air,Undetermined,ELT,Category 2 SAR,-41.18677,174.9464776,2014-01-01,Wellington
Water,Real distress,EPIRB,Category 2 SAR,-41.1445044,171.7655041,2015-01-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.7783318,176.1873331,2016-01-01,Bay of Plenty
Water,Undetermined,EPIRB,Category 2 SAR,-37.679999,176.1883316,2017-01-01,Bay of Plenty
Water,Outside NZSRR,EPIRB,Category 2 SAR,-32.733833,151.813333,2019-01-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-43.8026662,172.9499996,2015-01-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-38.91635,25.446583,2016-01-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-41.185659,174.945839,2017-01-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-42.240003,173.655505,2018-01-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-43.6145,169.902167,2019-01-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-44.0866661,169.2511617,2013-01-01,West Coast
Water,Outside NZSRR,EPIRB,Category 2 SAR,1.263017,102.450117,2015-01-01,Unknown
Not Determined,Outside NZSRR,ELT,Category 2 SAR,37.928925,137.730133,2016-01-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.5533361,172.6421707,2017-01-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,38.930156,25.050427,2018-01-01,Unknown
Not Determined,Real distress,PLB,Category 2 SAR,-38.707833,177.3445,2019-01-01,Hawke's Bay
Land,Real distress,PLB,Category 2 SAR,-44.52233333,168.0778333,2011-01-01,Southland
Land,Outside NZSRR,PLB,Category 2 SAR,-35.278833,148.628167,2012-01-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-35.104667,138.480833,2013-01-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.6529972,175.545999,2016-01-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-43.167833,171.98667,2018-01-01,Canterbury
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-38.666667,177.966667,2019-01-01,Gisborne
Land,Malfunction,EPIRB,Category 2 SAR,-45.0186698,171.0389952,2014-01-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,-26.80754,153.127972,2016-01-01,Unknown
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-41.18677,174.946505,2019-01-01,Wellington
Water,Outside NZSRR,EPIRB,Category 2 SAR,-56.5845,-66.648333,2014-01-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-45.2150021,169.3709971,2016-01-01,Otago
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-34.429774,150.909266,2017-01-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-38.526333,144.7745,2012-01-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-40.2206707,175.5825037,2014-01-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-41.8978358,172.7433393,2017-01-01,Tasman
Water,Outside NZSRR,EPIRB,Category 2 SAR,-23.439903,151.914759,2018-01-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-41.18677,174.946505,2019-01-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.4196629,167.7251688,2013-01-01,Southland
Water,Malfunction,EPIRB,Category 2 SAR,-41.2290016,173.8558387,2014-01-01,Marlborough
Water,Outside NZSRR,EPIRB,Category 2 SAR,-9.05713,143.216898,2015-01-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-8.28144,116.804429,2017-01-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-42.716664,171.000005,2018-01-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-41.4655,172.481167,2019-01-01,Tasman
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.9000043,171.7500015,2015-01-01,Canterbury
Water,Malfunction,EPIRB,Category 2 SAR,-35.1538295,173.1724956,2016-01-01,Northland
Land,Real distress,PLB,Category 2 SAR,-40.9566639,173.036337,2017-01-01,Tasman
Not Determined,Undetermined,EPIRB,Category 2 SAR,-35.81,174.311667,2019-01-01,Northland
Water,Malfunction,EPIRB,Category 2 SAR,-11.673,-166.395,2013-01-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.2993375,173.2266725,2015-01-01,Nelson
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-17.191909,177.796614,2016-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-45.8566635,167.4200031,2017-01-01,Southland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-23.290588,150.937666,2018-01-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-38.49,176.07,2019-01-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-45.8388339,167.3744995,2012-02-01,Southland
Land,Real distress,PLB,Category 2 SAR,-44.4099971,168.7921662,2013-01-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,52.969972,4.748905,2017-01-01,Unknown
Not Determined,Undetermined,ELT,Category 2 SAR,-41.187049,174.946352,2018-01-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-45.8421643,167.1345063,2012-02-01,Southland
Air,Outside NZSRR,ELT,Category 2 SAR,-32.387302,-65.176592,2015-01-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-26.380731,134.931251,2016-01-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-38.5901663,174.8060036,2017-01-01,Waikato
Water,Undetermined,EPIRB,Category 2 SAR,-41.187049,174.946352,2018-01-01,Wellington
Water,Outside NZSRR,EPIRB,Category 2 SAR,-18.13,178.465,2012-02-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.9464776,2014-01-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,33.424338,-112.359742,2015-02-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.0358341,169.191663,2016-01-01,Otago
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.2258364,174.9516694,2017-01-01,Waikato
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.556662,172.457835,2018-01-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-42.15,172.7166667,2011-02-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-40.7873318,175.5018355,2012-02-01,Wellington
Air,Real distress,ELT,Category 2 SAR,-44.7596691,168.3953296,2013-01-01,Otago
Land,Real distress,PLB,Category 2 SAR,-43.0033365,171.1454993,2014-01-01,West Coast
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-33.424338,-112.359742,2015-02-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-31.940611,115.708843,2016-01-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.8385028,174.7741692,2017-01-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.30783,173.218495,2018-01-01,Nelson
Air,Undetermined,ELT,Category 2 SAR,-33.621667,150.8315,2019-01-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-38.731165,177.4111693,2012-02-01,Hawke's Bay
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.1333302,174.9499992,2014-01-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-40.9133348,175.4578308,2016-01-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-43.3933358,170.451167,2017-01-01,West Coast
Air,Malfunction,ELT,Category 2 SAR,-37.034998,174.970831,2018-01-01,Auckland
Air,Outside NZSRR,ELT,Category 2 SAR,-23.877333,-165.881833,2019-01-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-42.2536626,174.2736676,2012-02-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0343372,174.9710054,2014-01-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0045037,174.775829,2015-02-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-27.042191,154.84876,2018-01-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-27.480833,153.243833,2019-01-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-18.795667,149.715,2014-01-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.8714995,175.3523345,2016-01-01,Waikato
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,58.25712,19.690228,2018-01-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.083333,175.298833,2019-01-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-44.2911712,168.3811698,2014-01-01,West Coast
Water,Outside NZSRR,EPIRB,Category 2 SAR,-21.170152,149.198726,2015-02-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-40.0678294,175.3366637,2016-01-01,Manawatu-Wanganui
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.5384966,173.9293309,2013-01-01,Marlborough
Land,Real distress,PLB,Category 2 SAR,-43.6238312,170.7858305,2014-01-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.480999,172.551167,2016-01-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,29.152229,68.970781,2017-01-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.398833,171.521173,2018-01-01,Canterbury
Land,Malfunction,PLB,Category 2 SAR,-13.8455,-171.796667,2019-01-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-41.3213328,174.8258385,2012-02-01,Wellington
Air,Real distress,PLB,Category 2 SAR,-41.7476677,171.5116618,2013-01-01,West Coast
Water,Real distress,EPIRB,Category 2 SAR,-35.8499963,174.5666618,2014-02-01,Northland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.6826632,169.1454948,2015-02-01,Otago
Not Determined,Undetermined,EPIRB,Category 2 SAR,-21.260929,-175.273436,2016-01-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-46.431667,168.355,2019-01-01,Southland
Land,Real distress,PLB,Category 2 SAR,-43.70567,172.6763288,2012-02-01,Canterbury
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.9464776,2013-01-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.512999,173.8691679,2014-02-01,Marlborough
Air,Real distress,ELT,Category 2 SAR,-41.3969978,174.0220054,2015-02-01,Marlborough
Land,Real distress,PLB,Category 2 SAR,-44.7099966,168.1866658,2017-01-01,Otago
Water,Real distress,EPIRB,Category 2 SAR,-39.412667,177.003172,2018-01-01,Hawke's Bay
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.291667,173.216667,2019-01-01,Nelson
Land,Real distress,PLB,Category 2 SAR,-44.0354977,169.3644995,2013-02-01,West Coast
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.4143356,177.1958351,2015-02-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-44.6578295,168.4644968,2016-01-01,Otago
Water,Outside NZSRR,EPIRB,Category 2 SAR,-12.41704,176.449915,2017-01-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-38.744163,176.080672,2018-01-01,Waikato
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.013333,174.96,2019-01-01,Auckland
Not Determined,Undetermined,EPIRB,Category 2 SAR,-40.1825,147.907667,2012-02-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-39.8763361,176.6254963,2014-02-01,Hawke's Bay
Land,Outside NZSRR,PLB,Category 2 SAR,-33.455531,150.173355,2015-02-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-42.6321706,173.3266624,2017-01-01,Canterbury
Water,Malfunction,EPIRB,Category 2 SAR,-36.944337,174.872833,2018-01-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-17.73,-149.335,2019-01-01,Unknown
